#
#  conversion from RegDef.txt for
#   input design        = generic
#   input design level  = 2
#

SECTION BITS

#design    dlevel   dir  reg_name                         field_name                                         format  ext_addr   rw           startbit  numbits  scope      rlm_name                                           clk_type  scanring  reset_val                                                              reset_sig  parity  pulse  reg_name_txt                                       description                                                                                        
#========= ======== ==== ================================ ================================================== ======= ========== ============ ========= ======== ========== ================================================== ========= ========= ====================================================================== ========== ======= ====== ================================================== =================================================================================================== 
generic    2        tx   tx_ctlsm_stat5_pg                tx_psave_sts_phy_16_23_sts                         gcr     110101100  ROX          0         8        per-group  "ioorc_tx_ctl_sm_regs"                             slow      func      00000000                                                               ioreset    no      na     Register                                           "Status of tx_psave_req form dl for given lanes 16 to 23"                                           
generic    2        tx   tx_ctlsm_stat6_pg                tx_bist_dcc_fail                                   gcr     110101101  RWX          0         1        per-group  "ioorc_tx_ctl_sm_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Indicates dcc has failed for some lane. This is cleared at the beginning of tx bist.\n0:(not_failed) dcc has not failed\n1:(failed) dcc has failed"
generic    2        tx   tx_ctlsm_stat6_pg                tx_bist_ls_fail                                    gcr     110101101  RWX          1         1        per-group  "ioorc_tx_ctl_sm_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Indicates ls tx bist has failed for some lane. This is cleared at the beginning of tx bist\n0:(not_failed) ls tx bist has not failed\n1:(failed) ls tx bist has failed"
generic    2        tx   tx_ctlsm_stat6_pg                tx_bist_hs_fail                                    gcr     110101101  RWX          2         1        per-group  "ioorc_tx_ctl_sm_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Indicates hs tx bist has failed for some lane. This is cleared at teh beginning of tx bist\n0:(not_failed) hs tx bist has not failed\n1:(failed) hs tx bist has failed"
generic    2        tx   tx_ctlsm_stat6_pg                tx_iref_paritychk_clock                            gcr     110101101  ROX          3         1        per-group  "ioorc_tx_ctl_sm_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Iref control clock parity observation bits"                                                        
generic    2        tx   tx_impcal1_pb                    tx_zcal_req                                        gcr     111100000  WO_8P        0         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Impedance Calibration Sequence Enable\n Rising edge initiates calibration seqeunce and clears all status. tx_zcal_done indicates completion and valid results available(default)\n0:(disabled) Inactive. Must be set prior to enable. \n1:(enabled) Enable."
generic    2        tx   tx_impcal1_pb                    tx_zcal_force_sample                               gcr     111100000  WO_8P        1         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Impedance Comparison Sample Force\n Initiates single cycle sample of the calibration circuit comparison output. Accumulated in tx_zcal_sample_cnt(default)\n0:(disabled) Inactive. \n1:(enabled) Enable"
generic    2        tx   tx_impcal1_pb                    tx_zcal_test_enable                                gcr     111100000  WO_8P        2         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "start impedance bist"                                                                              
generic    2        tx   tx_impcal2_pb                    tx_zcal_done                                       gcr     111100001  ROX          0         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Impedance Calibration Sequence Complete\n Results are valid when 1."                               
generic    2        tx   tx_impcal2_pb                    tx_zcal_busy                                       gcr     111100001  ROX          1         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Impedance Calibration Sequence Busy\n Processing tx_zcal_req, or tx_zcal_swo_en, or an internal bist mode. Look for tx_zcal_done."
generic    2        tx   tx_impcal2_pb                    tx_zcal_error                                      gcr     111100001  ROX          2         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Impedance Calibration Sequence Error\n Indicates, independent of tx_zcal_done, whether no calibration answer was found, or state machine failed. Cleared on tx_zcal_req."
generic    2        tx   tx_impcal2_pb                    tx_zcal_ans_not_found_error                        gcr     111100001  ROX          3         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Impedance Calibration Sequence answer not found Error\n Indicates, independent of tx_zcal_done, no calibration answer was found. Cleared on tx_zcal_req."
generic    2        tx   tx_impcal2_pb                    tx_zcal_ans_range_error                            gcr     111100001  ROX          4         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Impedance Calibration Sequence range check Error\n Indicates, independent of tx_zcal_done, the ans is not in max/min range, only works when tx_zcal_range_check is 1. Cleared on tx_zcal_req."
generic    2        tx   tx_impcal2_pb                    tx_zcal_test_done                                  gcr     111100001  ROX          5         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "this register is set to 1 when impedance bist is finished"                                         
generic    2        tx   tx_impcal2_pb                    tx_zcal_test_status                                gcr     111100001  ROX          6         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "this register stores the result of impedance bist"                                                 
generic    2        tx   tx_impcal2_pb                    tx_zcal_cmp_out                                    gcr     111100001  ROX          7         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    no      na     Register                                           "Calibration Circuit Unqualified Sample\n This is an unconditional sample of the calibration circuit comparison output."
generic    2        tx   tx_impcal3_pb                    tx_zcal_sample_cnt                                 gcr     111100010  ROX          0         10       per-bus    "ioorc_tx_impcal_regs"                             slow      func      0000000000                                                             ioreset    no      na     Register                                           "Calibration Circuit Qualified Sample\n Count of conditional samples of the calibration circuit comparison output properly async staged, inverted with tx_zcal_cya_data_inv, and enabled with tx_zcal_force_sample or normal calibration sequence. Cleared on any new request."
generic    2        tx   tx_impcal_nval_pb                tx_zcal_n                                          gcr     111100011  RWX          0         9        per-bus    "ioorc_tx_impcal_regs"                             slow      func      000000000                                                              ioreset    yes     na     Register                                           "Calibration Circuit NSeg Enable Value This holds the current value of the enabled segments and is 4x multiple of the actual segment count. May be read for current calibration result set during Calibration Sequence. May be written to immediately update circuit enables on each write. Used with tx_zcal_swo_* for manual calibration. Do not write when tx_zcal_req = 1. (binary code - 0x00 is zero slices and 0xA1 is maximum slices)."
generic    2        tx   tx_impcal_pval_pb                tx_zcal_p                                          gcr     111100100  RWX          0         9        per-bus    "ioorc_tx_impcal_regs"                             slow      func      000000000                                                              ioreset    yes     na     Register                                           "Calibration Circuit PSeg Enable Value This holds the current value of the enabled segments and is 4x multiple of the actual segment count. May be read for current calibration result set during Calibration Sequence. May be written to immediately update circuit enables on each write. Used with tx_zcal_swo_* for manual calibration. Do not write when tx_zcal_req = 1. (binary code - 0x00 is zero slices and 0xA1 is maximum slices)."
generic    2        tx   tx_impcal_p_4x_pb                tx_zcal_p_4x                                       gcr     111100101  RWX          0         5        per-bus    "ioorc_tx_impcal_regs"                             slow      func      01110                                                                  ioreset    yes     na     Register                                           "Calibration Circuit PSeg-4X Enable Value This holds the current value of the enabled segments and is 2x multiple of the actual segment count. May be read for current calibration result set during Calibration Sequence. May be written to immediately update circuit enables on each write. Used with tx_zcal_swo_* for manual calibration. Do not write when tx_zcal_req = 1. (binary code - 0x00 is zero slices and 0x15 is maximum slices)."
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_swo_en                                     gcr     111100110  RWX          0         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Software Override\n Steers all calibration controls directly from these register fields. Effectively disables state machine logic.(default)\n0:(Inactive) Inactive. \n1:(enabled) Enable."
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_swo_cal_segs                               gcr     111100110  RWX          1         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Software Bank Select\n Enable PSeg calibration. See documentation.(default)\n0:(NsegCal) Select NSeg bank comparison. \n1:(PsegCal) Select PSeg bank comparison."
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_swo_cmp_inv                                gcr     111100110  RWX          2         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Software Compare Invert\n Swap calibration circuit comparator inputs. See documentation.(default)\n0:(NsegCal) Select NSeg bank comparison. \n1:(PsegCal) Select PSeg bank comparison."
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_swo_cmp_offset                             gcr     111100110  RWX          3         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Software Offset Flush\n Equalize comparator offset in calibration circuit.  See documentation.(default)\n0:(disable) Disable Offset \n1:(enable) Enable Offset."
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_swo_cmp_reset                              gcr     111100110  RWX          4         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Software Comparator reset\n Reset comparator in calibration circuit.  See documentation.(default)\n0:(disable) Disable reset \n1:(enable) Enable reset."
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_swo_powerdown                              gcr     111100110  RWX          5         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Software Circuit Powerdown\n Powerdown calibration circuit. (default)\n0:(disable) Disable powerdown \n1:(enable) Enable powerdown."
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_swo_tcoil                                  gcr     111100110  RWX          6         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Software Circuit TCoil\n"                                                    
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_range_check                                gcr     111100110  RWX          8         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "controls the usage of tx_zcal_sm_min/max_val, 0 means these two registers are used to define the range of zcal. If 1, the calibration range is from 1 to 80, and the min/max registers are only used to check whether the result is in range"
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_cya_data_inv                               gcr     111100110  RWX          9         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration CYA Sample Inversion\n Select inverted comparator values in case of hardware error. See documentation.(default)\n0:(true) No sample inversion \n1:(invert) Invert samples."
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_test_ovr_2r                                gcr     111100110  RWX          10        1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Test-Only 2R segment override\n"                                             
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_test_ovr_1r                                gcr     111100110  RWX          11        1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Test-Only 1R segment override\n"                                             
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_test_ovr_4x_seg                            gcr     111100110  RWX          12        1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Impedance Calibration Test-Only 4x segment override\n"                                             
generic    2        tx   tx_impcal_swo1_pb                tx_zcal_test_clk_div                               gcr     111100110  RWX          13        2        per-bus    "ioorc_tx_impcal_regs"                             slow      func      10                                                                     ioreset    yes     na     Register                                           "This register controls the clock for impedance bist. Setting means the clock is divided by 01=16, 10=32, 11=64. When this register is 00, PLL bypass mode is needed."
generic    2        tx   tx_impcal_swo2_pb                tx_zcal_sm_min_val                                 gcr     111100111  RWX          0         7        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0010101                                                                ioreset    yes     na     Register                                           "Impedance Calibration Minimum Search Threshold Low-side segment count limit used in calibration process. See circuit spec (binary code - 0x00 is zero slices and 0x50 is maximum slices)."
generic    2        tx   tx_impcal_swo2_pb                tx_zcal_sm_max_val                                 gcr     111100111  RWX          7         7        per-bus    "ioorc_tx_impcal_regs"                             slow      func      1000110                                                                ioreset    yes     na     Register                                           "Impedance Calibration Maximum Search Threshold High-side segment count limit used in calibration process. See circuit spec (binary code - 0x00 is zero slices and 0x50 is maximum slices)."
generic    2        tx   tx_impcal_swo3_pb                tx_zcal_swo_imp_cntl_1r_1xn_0_15                   gcr     111101000  RWX          0         16       per-bus    "ioorc_tx_impcal_regs"                             slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_1r_1xn"                                   
generic    2        tx   tx_impcal_swo4_pb                tx_zcal_swo_imp_cntl_1r_1xn_16_31                  gcr     111101001  RWX          0         16       per-bus    "ioorc_tx_impcal_regs"                             slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_1r_1xn"                                   
generic    2        tx   tx_impcal_swo5_pb                tx_zcal_swo_imp_cntl_1r_1xn_32_39                  gcr     111101010  RWX          0         8        per-bus    "ioorc_tx_impcal_regs"                             slow      func      00000000                                                               ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_1r_1xn"                                   
generic    2        tx   tx_impcal_swo6_pb                tx_zcal_swo_imp_cntl_1r_1xp_0_15                   gcr     111101011  RWX          0         16       per-bus    "ioorc_tx_impcal_regs"                             slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_1r_1xp"                                   
generic    2        tx   tx_impcal_swo7_pb                tx_zcal_swo_imp_cntl_1r_1xp_16_31                  gcr     111101100  RWX          0         16       per-bus    "ioorc_tx_impcal_regs"                             slow      func      0000000000000000                                                       ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_1r_1xp"                                   
generic    2        tx   tx_impcal_swo8_pb                tx_zcal_swo_imp_cntl_1r_1xp_32_39                  gcr     111101101  RWX          0         8        per-bus    "ioorc_tx_impcal_regs"                             slow      func      00000000                                                               ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_1r_1xp"                                   
generic    2        tx   tx_impcal_swo9_pb                tx_zcal_swo_imp_cntl_1r_4xp                        gcr     111101110  RWX          0         10       per-bus    "ioorc_tx_impcal_regs"                             slow      func      1111111000                                                             ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_1r_4xp"                                   
generic    2        tx   tx_impcal_swo9_pb                tx_zcal_swo_imp_cntl_1r_4xn                        gcr     111101110  RWX          10        1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_1r_4xn"                                   
generic    2        tx   tx_impcal_swo9_pb                tx_zcal_swo_imp_cntl_2r_1xp                        gcr     111101110  RWX          11        1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_2r_1xp"                                   
generic    2        tx   tx_impcal_swo9_pb                tx_zcal_swo_imp_cntl_2r_1xn                        gcr     111101110  RWX          12        1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Override Impedance Calibration Software Circuit imp_cntl_2r_1xn"                                   
generic    2        tx   spare_mode_pb                    pb_spare_mode_0                                    gcr     111101111  RWX          0         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-bus spare mode latch."                                                                         
generic    2        tx   spare_mode_pb                    pb_spare_mode_1                                    gcr     111101111  RWX          1         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-bus spare mode latch."                                                                         
generic    2        tx   spare_mode_pb                    pb_spare_mode_2                                    gcr     111101111  RWX          2         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-bus spare mode latch."                                                                         
generic    2        tx   spare_mode_pb                    pb_spare_mode_3                                    gcr     111101111  RWX          3         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-bus spare mode latch."                                                                         
generic    2        tx   spare_mode_pb                    pb_spare_mode_4                                    gcr     111101111  RWX          4         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-bus spare mode latch."                                                                         
generic    2        tx   spare_mode_pb                    pb_spare_mode_5                                    gcr     111101111  RWX          5         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-bus spare mode latch."                                                                         
generic    2        tx   spare_mode_pb                    pb_spare_mode_6                                    gcr     111101111  RWX          6         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-bus spare mode latch."                                                                         
generic    2        tx   spare_mode_pb                    pb_spare_mode_7                                    gcr     111101111  RWX          7         1        per-bus    "ioorc_tx_impcal_regs"                             slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-bus spare mode latch."                                                                         
generic    2        rx   rx_data_dac_spare_mode_pl        rx_pl_data_dac_spare_mode_0                        gcr     000000000  RWX          0         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    2        rx   rx_data_dac_spare_mode_pl        rx_pl_data_dac_spare_mode_1                        gcr     000000000  RWX          1         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    2        rx   rx_data_dac_spare_mode_pl        rx_pl_data_dac_spare_mode_2                        gcr     000000000  RWX          2         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    2        rx   rx_data_dac_spare_mode_pl        rx_pl_data_dac_spare_mode_3                        gcr     000000000  RWX          3         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    2        rx   rx_data_dac_spare_mode_pl        rx_pl_data_dac_spare_mode_4                        gcr     000000000  RWX          4         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    2        rx   rx_data_dac_spare_mode_pl        rx_pl_data_dac_spare_mode_5                        gcr     000000000  RWX          5         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    2        rx   rx_data_dac_spare_mode_pl        rx_pl_data_dac_spare_mode_6                        gcr     000000000  RWX          6         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    2        rx   rx_data_dac_spare_mode_pl        rx_pl_data_dac_spare_mode_7                        gcr     000000000  RWX          7         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "Per-lane spare mode latch."                                                                        
generic    2        rx   rx_dac_cntl1_pl                  rx_a_bank_controls                                 gcr     000000001  RWX          0         6        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      111111                                                                 ioreset    yes     na     Register                                           "A bank power down pins, 0=PR64 and C2DIV, 1=CML2CMOS_NBIAS and MINI_PR and IQGEN, 2=CML2CMOS_EDG, 3=CML2CMOS_DAT, 4=PR64 and C2DIV, 5=VDAC"
generic    2        rx   rx_dac_cntl1_pl                  rx_b_bank_controls                                 gcr     000000001  RWX          6         6        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      111111                                                                 ioreset    yes     na     Register                                           "B bank power down pins, 0=PR64 and C2DIV, 1=CML2CMOS_NBIAS and MINI_PR and IQGEN, 2=CML2CMOS_EDG, 3=CML2CMOS_DAT, 4=PR64 and C2DIV, 5=VDAC"
generic    2        rx   rx_dac_cntl2_pl                  rx_a_tiny_pr_ns_data                               gcr     000000010  RWX          0         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0111                                                                   ioreset    yes     na     Register                                           "A bank NS data (DI) tiny phase rotator/adjust. This control adjusts the phase offset between the true and complement cml2cmos clocks and is implemented as a per-phase delay line.\n 7: No added delay.\n 0-6: Max to Min added delay for South quadrant.\n 8-14: Min to Max added delay for North quadrant."
generic    2        rx   rx_dac_cntl2_pl                  rx_a_tiny_pr_ew_data                               gcr     000000010  RWX          4         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0111                                                                   ioreset    yes     na     Register                                           "A bank EW data (DQ) tiny phase rotator/adjust. This control adjusts the phase offset between the true and complement cml2cmos clocks and is implemented as a per-phase delay line.\n 7: No added delay.\n 0-6: Max to Min added delay for West quadrant.\n 8-14: Min to Max added delay for East quadrant."
generic    2        rx   rx_dac_cntl2_pl                  rx_a_tiny_pr_ns_edge                               gcr     000000010  RWX          8         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0111                                                                   ioreset    yes     na     Register                                           "A bank NS edge (EI) tiny phase rotator/adjust. This control adjusts the phase offset between the true and complement cml2cmos clocks and is implemented as a per-phase delay line.\n 7: No added delay.\n 0-6: Max to Min added delay for South quadrant.\n 8-14: Min to Max added delay for North quadrant."
generic    2        rx   rx_dac_cntl2_pl                  rx_a_tiny_pr_ew_edge                               gcr     000000010  RWX          12        4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0111                                                                   ioreset    yes     na     Register                                           "A bank EW edge (EQ) tiny phase rotator/adjust. This control adjusts the phase offset between the true and complement cml2cmos clocks and is implemented as a per-phase delay line.\n 7: No added delay.\n 0-6: Max to Min added delay for West quadrant.\n 8-14: Min to Max added delay for East quadrant."
generic    2        rx   rx_dac_cntl3_pl                  rx_a_lte_gain                                      gcr     000000011  RWX          0         3        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      000                                                                    ioreset    yes     na     Register                                           "This is the lte gain setting"                                                                      
generic    2        rx   rx_dac_cntl3_pl                  rx_a_lte_zero                                      gcr     000000011  RWX          3         3        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      000                                                                    ioreset    yes     na     Register                                           "This is the lte zero position setting"                                                             
generic    2        rx   rx_dac_cntl4_pl                  rx_b_lte_gain                                      gcr     000000100  RWX          0         3        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      000                                                                    ioreset    yes     na     Register                                           "This is the lte gain setting"                                                                      
generic    2        rx   rx_dac_cntl4_pl                  rx_b_lte_zero                                      gcr     000000100  RWX          3         3        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      000                                                                    ioreset    yes     na     Register                                           "This is the lte zero position setting"                                                             
generic    2        rx   rx_dac_cntl5_pl                  rx_b_tiny_pr_ns_data                               gcr     000000101  RWX          0         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0111                                                                   ioreset    yes     na     Register                                           "B bank NS data (DI) tiny phase rotator/adjust. This control adjusts the phase offset between the true and complement cml2cmos clocks and is implemented as a per-phase delay line.\n 7: No added delay.\n 0-6: Max to Min added delay for South quadrant.\n 8-14: Min to Max added delay for North quadrant."
generic    2        rx   rx_dac_cntl5_pl                  rx_b_tiny_pr_ew_data                               gcr     000000101  RWX          4         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0111                                                                   ioreset    yes     na     Register                                           "B bank EW data (DQ) tiny phase rotator/adjust. This control adjusts the phase offset between the true and complement cml2cmos clocks and is implemented as a per-phase delay line.\n 7: No added delay.\n 0-6: Max to Min added delay for West quadrant.\n 8-14: Min to Max added delay for East quadrant."
generic    2        rx   rx_dac_cntl5_pl                  rx_b_tiny_pr_ns_edge                               gcr     000000101  RWX          8         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0111                                                                   ioreset    yes     na     Register                                           "B bank NS edge (EI) tiny phase rotator/adjust. This control adjusts the phase offset between the true and complement cml2cmos clocks and is implemented as a per-phase delay line.\n 7: No added delay.\n 0-6: Max to Min added delay for South quadrant.\n 8-14: Min to Max added delay for North quadrant."
generic    2        rx   rx_dac_cntl5_pl                  rx_b_tiny_pr_ew_edge                               gcr     000000101  RWX          12        4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0111                                                                   ioreset    yes     na     Register                                           "B bank EW edge (EQ) tiny phase rotator/adjust. This control adjusts the phase offset between the true and complement cml2cmos clocks and is implemented as a per-phase delay line.\n 7: No added delay.\n 0-6: Max to Min added delay for West quadrant.\n 8-14: Min to Max added delay for East quadrant."
generic    2        rx   rx_dac_cntl6_pl                  rx_a_ctle_gain                                     gcr     000000110  RWX          0         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0000                                                                   ioreset    yes     na     Register                                           "This is the ctle gain setting           "                                                          
generic    2        rx   rx_dac_cntl6_pl                  rx_a_ctle_peak1                                    gcr     000000110  RWX          4         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0000                                                                   ioreset    yes     na     Register                                           "This is the ctle peak1 value"                                                                      
generic    2        rx   rx_dac_cntl6_pl                  rx_a_ctle_peak2                                    gcr     000000110  RWX          8         4        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0000                                                                   ioreset    yes     na     Register                                           "This is the ctle peak2 value"                                                                      
generic    2        rx   rx_dac_cntl7_pl                  rx_bist_en_dc                                      gcr     000000111  RWX          0         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "BIST enable pin"                                                                                   
generic    2        rx   rx_dac_cntl7_pl                  rx_bist_pr_pos                                     gcr     000000111  RWX          1         5        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      00000                                                                  ioreset    yes     na     Register                                           "Used to adjust the phase rotator cotroling clock to prbs15 bist gen."                              
generic    2        rx   rx_dac_cntl7_pl                  rx_bist_pr_gray_encode_dis                         gcr     000000111  RWX          6         1        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      0                                                                      ioreset    yes     na     Register                                           "When 0, the rx_bist_pr_pos control is gray encoded before being driven to the circuit. When 1, the gray encoding is disabled."
generic    2        rx   rx_dac_cntl7_pl                  rx_bist_atten_dc_sel_dc                            gcr     000000111  RWX          7         3        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      000                                                                    ioreset    yes     na     Register                                           "Control for the dc part of the rxbist attenuator. /n000 is no efect, as move up to 7 increase dc effect"
generic    2        rx   rx_dac_cntl7_pl                  rx_bist_atten_ac_sel_dc                            gcr     000000111  RWX          10        3        per-lane   "ioorc_rx_data_dac_regs"                           slow      func      000                                                                    ioreset    yes     na     Register                                           "Control for the ac part of the rxbist attenuator. /n000 is no efect, as move up to 7 increase dc effect"
